station_name,station_number,lat,lon,elev_m,utc_offset,koeppen,climate_region,tract_geoid10,urbanicity,cbsa_code,cbsa_name,lsad10
LA_MINDEN-AP,720739,32.646,-93.298,85,-6,Cfa,Hot-Humid,22119031600,rural,33380,"Minden, LA Micro Area",M2
LA_MONROE-RGNL-AP,722486,32.516,-92.03,22,-6,Cfa,Hot-Humid,22073980000,suburban/small town,33740,"Monroe, LA Metro Area",M1
LA_MOREHOUSE-MUNI,722253,32.756,-91.881,50,-6,Cfa,Mixed-Humid,22067950200,rural,12820,"Bastrop, LA Micro Area",M2
LA_NATCHITOCHES,722319,31.736,-93.099,36,-6,Cfa,Hot-Humid,22069000600,rural,35060,"Natchitoches, LA Micro Area",M2
LA_NEW-IBERIA-ACADIANA,722314,30.029,-91.885,4,-6,Cfa,Hot-Humid,22045030301,suburban/small town,35340,"New Iberia, LA Micro Area",M2
LA_NEW-ORLEANS-CALLENDER-FIEL,722316,29.817,-90.017,0,-6,Cfa,Hot-Humid,22075050300,suburban/small town,35380,"New Orleans-Metairie-Kenner, LA Metro Area",M1
LA_NEW-ORLEANS-IAP,722310,29.998,-90.278,-1,-6,Cfa,Hot-Humid,22051980000,lower density urban,35380,"New Orleans-Metairie-Kenner, LA Metro Area",M1
LA_PATTERSON-MEM,722329,29.717,-91.333,2,-6,Cfa,Hot-Humid,22101040800,rural,34020,"Morgan City, LA Micro Area",M2
LA_PEASON-RIDGE-FT-POL,722820,31.357,-93.176,115,-6,Cfa,Hot-Humid,22115950200,rural,22860,"Fort Polk South, LA Micro Area",M2
LA_RUSTON-RGNL-AP,722251,32.514,-92.588,94,-6,Cfa,Hot-Humid,22061960600,rural,40820,"Ruston, LA Micro Area",M2
LA_SALT-POINT,722403,29.559,-91.525,1,-6,Cfa,Hot-Humid,22101040900,rural,34020,"Morgan City, LA Micro Area",M2
LA_SHREVEPORT-DOWNTOWN,722484,32.54,-93.746,52,-6,Cfa,Hot-Humid,22015010400,suburban/small town,43340,"Shreveport-Bossier City, LA Metro Area",M1
LA_SHREVEPORT-RGNL-AP,722480,32.447,-93.824,69,-6,Cfa,Hot-Humid,22017980000,rural,43340,"Shreveport-Bossier City, LA Metro Area",M1
LA_SLIDELL-MUN-LA,722330,30.344,-89.822,7,-6,Cfa,Hot-Humid,22103040701,suburban/small town,35380,"New Orleans-Metairie-Kenner, LA Metro Area",M1
LA_SOUTHLAND-FIELD-AP,722248,30.131,-93.376,3,-6,Cfa,Hot-Humid,22019003200,suburban/small town,29340,"Lake Charles, LA Metro Area",M1
LA_ST-LANDRY-PARISH-AIR,720468,30.558,-92.099,23,-6,Cfa,Hot-Humid,22097960600,rural,36660,"Opelousas-Eunice, LA Micro Area",M2
LA_VICKSBURG-TALLULAH,722488,32.348,-91.03,25,-6,Cfa,Hot-Humid,22065960100,rural,45260,"Tallulah, LA Micro Area",M2
MA_BARNSTABLE-MUNI-BOA,725067,41.672,-70.27,11,-5,Cfa,Cold & Very Cold,25001015300,lower density urban,12700,"Barnstable Town, MA Metro Area",M1
MA_BEVERLY-MUNI,725088,42.584,-70.915,27,-5,Dfb,Cold & Very Cold,25009217100,lower density urban,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",M1
MA_CHATHAM-MUNI-AP,725069,41.688,-69.993,18,-5,Cfa,Cold & Very Cold,25001010700,suburban/small town,12700,"Barnstable Town, MA Metro Area",M1
MA_CHICOPEE-FALLS-WEST,744910,42.2,-72.533,73,-5,Dfb,Cold & Very Cold,25013811302,suburban/small town,44140,"Springfield, MA Metro Area",M1
MA_FITCHBURG-MUNI,725107,42.555,-71.757,102,-5,Dfb,Cold & Very Cold,25027710100,lower density urban,49340,"Worcester, MA Metro Area",M1
MA_GEORGE-HARLOW-FLD,722256,42.098,-70.672,3,-5,Cfa,Cold & Very Cold,25023506203,suburban/small town,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",M1
MA_HARRIMAN-AND-WEST,725075,42.697,-73.17,197,-5,Dfb,Cold & Very Cold,25003921500,rural,38340,"Pittsfield, MA Metro Area",M1
MA_L-G-HANSCOM-FIELD,725059,42.47,-71.289,40,-5,Dfa,Cold & Very Cold,25017359300,suburban/small town,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",M1
MA_LAWRENCE-MUNI-AP,744904,42.712,-71.126,41,-5,Dfb,Cold & Very Cold,25009253201,lower density urban,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",M1
MA_MARTHAS-VINEYARD,725066,41.393,-70.616,17,-5,Cfa,Cold & Very Cold,25007200400,rural,,,
