station_number,station_name,year,expected_hours,present_hours,coverage_fraction,hourly_weather_qc_status,source
732442,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732443,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732444,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732445,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732446,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732447,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732448,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732449,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732450,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732451,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732452,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732453,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732454,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732455,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732456,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732457,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732458,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732459,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732460,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732461,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732462,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732463,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732464,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732465,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732466,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732467,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732468,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732469,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732470,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732471,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732472,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732473,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732474,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732475,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732476,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732477,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732478,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732479,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732480,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732481,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732482,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732483,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732484,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732485,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732486,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732487,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732488,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732489,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732490,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732491,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732492,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732493,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732494,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732495,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732496,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732497,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732498,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732499,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732500,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732501,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732502,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732503,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732504,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732505,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732506,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732507,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732508,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732509,Mixed-Humid HDU Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732510,Mixed-Humid HDU Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732511,Mixed-Humid HDU Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732512,Mixed-Humid HDU Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732513,Mixed-Humid HDU Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732514,Mixed-Humid HDU Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732515,Mixed-Humid HDU Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732516,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732517,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732518,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732519,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732520,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732521,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732522,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732523,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732524,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732525,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732526,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732527,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732528,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732529,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732530,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732531,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732532,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732533,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732534,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732535,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732536,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732537,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732538,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732539,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732540,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732541,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732542,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732543,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732544,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732545,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732546,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732547,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732548,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732549,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732550,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732551,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732552,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732553,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732554,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732555,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732556,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732557,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732558,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732559,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732560,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732561,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732562,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732563,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732564,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732565,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732566,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732567,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732568,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732569,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732570,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732571,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732572,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732573,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732574,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732575,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732576,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732577,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732578,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732579,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732580,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732581,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732582,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732583,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732584,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732585,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732586,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732587,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732588,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732589,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732590,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732591,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732592,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732593,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732594,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732595,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732596,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732597,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732598,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732599,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732600,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732601,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732602,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732603,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732604,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732605,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732606,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732607,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732608,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732609,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732610,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732611,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732612,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732613,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732614,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732615,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732616,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732617,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732618,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732619,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732620,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732621,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732622,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732623,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732624,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732625,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732626,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732627,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732628,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732629,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732630,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732631,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732632,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732633,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732634,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732635,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732636,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732637,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732638,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732639,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732640,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732641,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732642,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732643,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732644,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732645,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732646,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732647,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732648,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732649,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732650,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732651,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732652,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732653,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732654,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732655,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732656,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732657,Mixed-Humid LDU Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732658,Mixed-Humid LDU Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732659,Mixed-Humid LDU Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732660,Mixed-Humid LDU Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732661,Mixed-Humid LDU Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732662,Mixed-Humid LDU Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732663,Mixed-Humid LDU Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732664,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732665,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732666,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732667,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732668,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732669,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732670,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732671,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732672,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732673,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
732674,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732675,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
732676,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732677,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
732678,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732679,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
732680,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732681,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
732682,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732683,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
732684,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732685,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
732686,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732687,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
732688,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732689,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
732690,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732691,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
732692,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732693,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
732694,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732695,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
732696,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732697,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
732698,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732699,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
732700,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732701,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
732702,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732703,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
732704,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732705,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
732706,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732707,Mixed-Humid Suburban Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
732708,Mixed-Humid Suburban Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
732709,Mixed-Humid Suburban Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732710,Mixed-Humid Suburban Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
732711,Mixed-Humid Suburban Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732712,Mixed-Humid Suburban Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
732713,Mixed-Humid Suburban Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
